PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32884130","High throughput assessment of biomarkers in tissue microarrays using artificial intelligence: PTEN loss as a proof-of-principle in multi-center prostate cancer cohorts","Harmon SA, Patel PG, Sanford TH, Caven I, Iseman R, Vidotto T, Picanço C, Squire JA, Masoudi S, Mehralivand S, Choyke PL, Berman DM, Turkbey B, Jamaspishvili T.","Mod Pathol. 2021 Feb;34(2):478-489. doi: 10.1038/s41379-020-00674-w. Epub 2020 Sep 3.","Harmon SA","Mod Pathol","2021","2020/09/05","PMC9152638","NIHMS1801793","10.1038/s41379-020-00674-w"
"33359203","Spatio-temporal variation in environmental features predicts the distribution and abundance of Ixodes scapularis","Tran T, Prusinski MA, White JL, Falco RC, Vinci V, Gall WK, Tober K, Oliver J, Sporn LA, Meehan L, Banker E, Backenson PB, Jensen ST, Brisson D.","Int J Parasitol. 2021 Mar;51(4):311-320. doi: 10.1016/j.ijpara.2020.10.002. Epub 2020 Dec 24.","Tran T","Int J Parasitol","2021","2020/12/28","PMC7940570","NIHMS1657448","10.1016/j.ijpara.2020.10.002"
"35349838","Polar transform network for prostate ultrasound segmentation with uncertainty estimation","Xu X, Sanford T, Turkbey B, Xu S, Wood BJ, Yan P.","Med Image Anal. 2022 May;78:102418. doi: 10.1016/j.media.2022.102418. Epub 2022 Mar 17.","Xu X","Med Image Anal","2022","2022/03/29","PMC9082929","NIHMS1795089","10.1016/j.media.2022.102418"
"34302054","Clinicopathological and genomic characterization of BCORL1-driven high-grade endometrial stromal sarcomas","Lin DI, Huang RSP, Mata DA, Decker B, Danziger N, Lechpammer M, Hiemenz M, Ramkissoon SH, Ross JS, Elvin JA.","Mod Pathol. 2021 Dec;34(12):2200-2210. doi: 10.1038/s41379-021-00873-z. Epub 2021 Jul 23.","Lin DI","Mod Pathol","2021","2021/07/24","","","10.1038/s41379-021-00873-z"
"32330067","Multiresolution Application of Artificial Intelligence in Digital Pathology for Prediction of Positive Lymph Nodes From Primary Tumors in Bladder Cancer","Harmon SA, Sanford TH, Brown GT, Yang C, Mehralivand S, Jacob JM, Valera VA, Shih JH, Agarwal PK, Choyke PL, Turkbey B.","JCO Clin Cancer Inform. 2020 Apr;4:367-382. doi: 10.1200/CCI.19.00155.","Harmon SA","JCO Clin Cancer Inform","2020","2020/04/25","PMC7259877","","10.1200/CCI.19.00155"
"33637877","Clinicopathologic and genomic characterization of PD-L1-positive uterine cervical carcinoma","Huang RSP, Haberberger J, Murugesan K, Danziger N, Hiemenz M, Severson E, Duncan DL, Ramkissoon SH, Ross JS, Elvin JA, Lin DI.","Mod Pathol. 2021 Jul;34(7):1425-1433. doi: 10.1038/s41379-021-00780-3. Epub 2021 Feb 26.","Huang RSP","Mod Pathol","2021","2021/02/27","","","10.1038/s41379-021-00780-3"
"37457264","LetsTalkShots: personalized vaccine risk communication","Salmon DA, Dudley MZ, Brewer J, Shaw J, Schuh HB, Proveaux TM, Jamison AM, Forr A, Goryn M, Breiman RF, Orenstein WA, Kao LS, Josiah Willcock R, Cantu M, Decea T, Mowson R, Tsubata K, Bucci LM, Lawler J, Watkins JD, Moore JW, Fugett JH, Fugal A, Tovar Y, Gay M, Cary AM, Vann I, Smith LB, Kan L, Mankel M, Beekun S, Smith V, Adams SD, Harvey SA, Orton PZ.","Front Public Health. 2023 Jun 30;11:1195751. doi: 10.3389/fpubh.2023.1195751. eCollection 2023.","Salmon DA","Front Public Health","2023","2023/07/17","PMC10348877","","10.3389/fpubh.2023.1195751"
"32059026","Severity Index for Suspected Arbovirus (SISA): Machine learning for accurate prediction of hospitalization in subjects suspected of arboviral infection","Sippy R, Farrell DF, Lichtenstein DA, Nightingale R, Harris MA, Toth J, Hantztidiamantis P, Usher N, Cueva Aponte C, Barzallo Aguilar J, Puthumana A, Lupone CD, Endy T, Ryan SJ, Stewart Ibarra AM.","PLoS Negl Trop Dis. 2020 Feb 14;14(2):e0007969. doi: 10.1371/journal.pntd.0007969. eCollection 2020 Feb.","Sippy R","PLoS Negl Trop Dis","2020","2020/02/15","PMC7046343","","10.1371/journal.pntd.0007969"
"26573769","Psychiatric gene discoveries shape evidence on ADHD's biology","Thapar A, Martin J, Mick E, Arias Vásquez A, Langley K, Scherer SW, Schachar R, Crosbie J, Williams N, Franke B, Elia J, Glessner J, Hakonarson H, Owen MJ, Faraone SV, O'Donovan MC, Holmans P.","Mol Psychiatry. 2016 Sep;21(9):1202-7. doi: 10.1038/mp.2015.163. Epub 2015 Nov 17.","Thapar A","Mol Psychiatry","2016","2015/11/18","PMC4820035","EMS65004","10.1038/mp.2015.163"
"32971544","Radiographic and Biomechanical Assessment of Three Implant Designs for Canine Cementless Total Hip Replacement","Worden NJ, Ash KJ, Ordway NR, Miller MA, Mann KA, VanDeventer GM, Valenzano DM, Hart R, Kayano M, Hayashi K.","Vet Comp Orthop Traumatol. 2020 Nov;33(6):417-427. doi: 10.1055/s-0040-1715476. Epub 2020 Sep 24.","Worden NJ","Vet Comp Orthop Traumatol","2020","2020/09/24","","","10.1055/s-0040-1715476"
"36650021","Durable responders in advanced NSCLC with elevated TMB and treated with 1L immune checkpoint inhibitor: a real-world outcomes analysis","Huang RSP, Carbone DP, Li G, Schrock A, Graf RP, Zhang L, Murugesan K, Ross JS, Tolba K, Sands J, Oxnard GR, Spigel D.","J Immunother Cancer. 2023 Jan;11(1):e005801. doi: 10.1136/jitc-2022-005801.","Huang RSP","J Immunother Cancer","2023","2023/01/17","PMC9853253","","10.1136/jitc-2022-005801"
"34114629","Characteristics of patients ≥10 years of age with diffuse intrinsic pontine glioma: a report from the International DIPG/DMG Registry","Erker C, Lane A, Chaney B, Leary S, Minturn JE, Bartels U, Packer RJ, Dorris K, Gottardo NG, Warren KE, Broniscer A, Kieran MW, Zhu X, White P, Dexheimer PJ, Black K, Asher A, DeWire M, Hansford JR, Gururangan S, Nazarian J, Ziegler DS, Sandler E, Bartlett A, Goldman S, Shih CS, Hassall T, Dholaria H, Bandopadhayay P, Samson Y, Monje M, Fisher PG, Dodgshun A, Parkin S, Chintagumpala M, Tsui K, Gass D, Larouche V, Broxson E, Garcia Lombardi M, Wang SS, Ma J, Hawkins C, Hamideh D, Wagner L, Koschmann C, Fuller C, Drissi R, Jones BV, Leach J, Fouladi M.","Neuro Oncol. 2022 Jan 5;24(1):141-152. doi: 10.1093/neuonc/noab140.","Erker C","Neuro Oncol","2022","2021/06/11","PMC8730773","","10.1093/neuonc/noab140"
"34607609","Molecular profiling of advanced malignancies guides first-line N-of-1 treatments in the I-PREDICT treatment-naïve study","Sicklick JK, Kato S, Okamura R, Patel H, Nikanjam M, Fanta PT, Hahn ME, De P, Williams C, Guido J, Solomon BM, McKay RR, Krie A, Boles SG, Ross JS, Lee JJ, Leyland-Jones B, Lippman SM, Kurzrock R.","Genome Med. 2021 Oct 4;13(1):155. doi: 10.1186/s13073-021-00969-w.","Sicklick JK","Genome Med","2021","2021/10/05","PMC8491393","","10.1186/s13073-021-00969-w"
"27185838","Validation of a Prediction Tool for Chemotherapy Toxicity in Older Adults With Cancer","Hurria A, Mohile S, Gajra A, Klepin H, Muss H, Chapman A, Feng T, Smith D, Sun CL, De Glas N, Cohen HJ, Katheria V, Doan C, Zavala L, Levi A, Akiba C, Tew WP.","J Clin Oncol. 2016 Jul 10;34(20):2366-71. doi: 10.1200/JCO.2015.65.4327. Epub 2016 May 16.","Hurria A","J Clin Oncol","2016","2016/05/18","PMC5321104","","10.1200/JCO.2015.65.4327"
"35855604","Long-distance vocalizations of spotted hyenas contain individual, but not group, signatures","Lehmann KDS, Jensen FH, Gersick AS, Strandburg-Peshkin A, Holekamp KE.","Proc Biol Sci. 2022 Jul 27;289(1979):20220548. doi: 10.1098/rspb.2022.0548. Epub 2022 Jul 20.","Lehmann KDS","Proc Biol Sci","2022","2022/07/20","PMC9297016","","10.1098/rspb.2022.0548"
"35465359","Discovery of a novel SHIP1 agonist that promotes degradation of lipid-laden phagocytic cargo by microglia","Pedicone C, Fernandes S, Matera A, Meyer ST, Loh S, Ha JH, Bernard D, Chisholm JD, Paolicelli RC, Kerr WG.","iScience. 2022 Mar 26;25(4):104170. doi: 10.1016/j.isci.2022.104170. eCollection 2022 Apr 15.","Pedicone C","iScience","2022","2022/04/25","PMC9020084","","10.1016/j.isci.2022.104170"
"35820087","Genomic Biomarkers and Genome-Wide Loss-of-Heterozygosity Scores in Metastatic Prostate Cancer Following Progression on Androgen-Targeting Therapies","Zurita AJ, Graf RP, Villacampa G, Raskina K, Sokol E, Jin D, Antonarakis ES, Li G, Huang RSP, Casanova-Salas I, Vivancos A, Carles J, Ross JS, Schrock AB, Oxnard GR, Mateo J.","JCO Precis Oncol. 2022 Jul;6:e2200195. doi: 10.1200/PO.22.00195.","Zurita AJ","JCO Precis Oncol","2022","2022/07/12","PMC9307307","","10.1200/PO.22.00195"
"27862943","Blood transcriptomic comparison of individuals with and without autism spectrum disorder: A combined-samples mega-analysis","Tylee DS, Hess JL, Quinn TP, Barve R, Huang H, Zhang-James Y, Chang J, Stamova BS, Sharp FR, Hertz-Picciotto I, Faraone SV, Kong SW, Glatt SJ.","Am J Med Genet B Neuropsychiatr Genet. 2017 Apr;174(3):181-201. doi: 10.1002/ajmg.b.32511. Epub 2016 Nov 11.","Tylee DS","Am J Med Genet B Neuropsychiatr Genet","2017","2016/11/19","PMC5499528","NIHMS869131","10.1002/ajmg.b.32511"
"27163203","Candidate gene networks and blood biomarkers of methamphetamine-associated psychosis: an integrative RNA-sequencing report","Breen MS, Uhlmann A, Nday CM, Glatt SJ, Mitt M, Metsalpu A, Stein DJ, Illing N.","Transl Psychiatry. 2016 May 10;6(5):e802. doi: 10.1038/tp.2016.67.","Breen MS","Transl Psychiatry","2016","2016/05/11","PMC5070070","","10.1038/tp.2016.67"
"34726276","Late-onset of ornithine transcarbamylase deficiency: A rare medical examiner case","Gitto L, Fuller CE, Calleo VJ, Tawil M, Thach R, Revercomb C.","J Forensic Sci. 2022 Mar;67(2):813-819. doi: 10.1111/1556-4029.14934. Epub 2021 Nov 2.","Gitto L","J Forensic Sci","2022","2021/11/02","","","10.1111/1556-4029.14934"
"28383675","Intrinsic Connectivity Network-Based Classification and Detection of Psychotic Symptoms in Youth With 22q11.2 Deletions","Schreiner M, Forsyth JK, Karlsgodt KH, Anderson AE, Hirsh N, Kushan L, Uddin LQ, Mattiacio L, Coman IL, Kates WR, Bearden CE.","Cereb Cortex. 2017 Jun 1;27(6):3294-3306. doi: 10.1093/cercor/bhx076.","Schreiner M","Cereb Cortex","2017","2017/04/07","PMC6059149","","10.1093/cercor/bhx076"
"35838915","Spinal deformity surgery is accompanied by serious complications: report from the Morbidity and Mortality Database of the Scoliosis Research Society from 2013 to 2020","Bivona LJ, France J, Daly-Seiler CS, Burton DC, Dolan LA, Seale JJ, de Kleuver M, Ferrero E, Gurd DP, Konya D, Lavelle WF, Sarwahi V, Suratwala SJ, Yilgor C, Li Y.","Spine Deform. 2022 Nov;10(6):1307-1313. doi: 10.1007/s43390-022-00548-y. Epub 2022 Jul 15.","Bivona LJ","Spine Deform","2022","2022/07/15","PMC9284960","","10.1007/s43390-022-00548-y"
"37327053","Models of Gender Dysphoria Using Social Media Data for Use in Technology-Delivered Interventions: Machine Learning and Natural Language Processing Validation Study","Cascalheira CJ, Flinn RE, Zhao Y, Klooster D, Laprade D, Hamdi SM, Scheer JR, Gonzalez A, Lund EM, Gomez IN, Saha K, De Choudhury M.","JMIR Form Res. 2023 Jun 16;7:e47256. doi: 10.2196/47256.","Cascalheira CJ","JMIR Form Res","2023","2023/06/16","PMC10337393","","10.2196/47256"
"32815519","Determination of disease severity in COVID-19 patients using deep learning in chest X-ray images","Blain M, Kassin MT, Varble N, Wang X, Xu Z, Xu D, Carrafiello G, Vespro V, Stellato E, Ierardi AM, Meglio LD, D Suh R, A Walker S, Xu S, H Sanford T, B Turkbey E, Harmon S, Turkbey B, J Wood B.","Diagn Interv Radiol. 2021 Jan;27(1):20-27. doi: 10.5152/dir.2020.20205.","Blain M","Diagn Interv Radiol","2021","2020/08/21","PMC7837735","","10.5152/dir.2020.20205"
"31038663","Tumor mutational burden is predictive of response to immune checkpoint inhibitors in MSI-high metastatic colorectal cancer","Schrock AB, Ouyang C, Sandhu J, Sokol E, Jin D, Ross JS, Miller VA, Lim D, Amanam I, Chao J, Catenacci D, Cho M, Braiteh F, Klempner SJ, Ali SM, Fakih M.","Ann Oncol. 2019 Jul 1;30(7):1096-1103. doi: 10.1093/annonc/mdz134.","Schrock AB","Ann Oncol","2019","2019/05/01","","","10.1093/annonc/mdz134"
"31161010","Machine learning of large-scale spatial distributions of wild turkeys with high-dimensional environmental data","Farrell A, Wang G, Rush SA, Martin JA, Belant JL, Butler AB, Godwin D.","Ecol Evol. 2019 Apr 24;9(10):5938-5949. doi: 10.1002/ece3.5177. eCollection 2019 May.","Farrell A","Ecol Evol","2019","2019/06/05","PMC6540709","","10.1002/ece3.5177"
"37620341","Human forebrain organoid-based multi-omics analyses of PCCB as a schizophrenia associated gene linked to GABAergic pathways","Zhang W, Zhang M, Xu Z, Yan H, Wang H, Jiang J, Wan J, Tang B, Liu C, Chen C, Meng Q.","Nat Commun. 2023 Aug 24;14(1):5176. doi: 10.1038/s41467-023-40861-2.","Zhang W","Nat Commun","2023","2023/08/24","PMC10449845","","10.1038/s41467-023-40861-2"
"32542017","Development of a small animal model for deer tick virus pathogenesis mimicking human clinical outcome","Hermance ME, Hart CE, Esterly AT, Reynolds ES, Bhaskar JR, Thangamani S.","PLoS Negl Trop Dis. 2020 Jun 15;14(6):e0008359. doi: 10.1371/journal.pntd.0008359. eCollection 2020 Jun.","Hermance ME","PLoS Negl Trop Dis","2020","2020/06/17","PMC7316340","","10.1371/journal.pntd.0008359"
"29472825","A Head-to-Head Comparative Phase II Study of Standard Urine Culture and Sensitivity Versus DNA Next-generation Sequencing Testing for Urinary Tract Infections","McDonald M, Kameh D, Johnson ME, Johansen TEB, Albala D, Mouraviev V.","Rev Urol. 2017;19(4):213-220. doi: 10.3909/riu0780.","McDonald M","Rev Urol","2017","2018/02/24","PMC5811878","","10.3909/riu0780"
"36723991","Molecular Evolution of Classic Hodgkin Lymphoma Revealed Through Whole-Genome Sequencing of Hodgkin and Reed Sternberg Cells","Maura F, Ziccheddu B, Xiang JZ, Bhinder B, Rosiene J, Abascal F, Maclachlan KH, Eng KW, Uppal M, He F, Zhang W, Gao Q, Yellapantula VD, Trujillo-Alonso V, Park SI, Oberley MJ, Ruckdeschel E, Lim MS, Wertheim GB, Barth MJ, Horton TM, Derkach A, Kovach AE, Forlenza CJ, Zhang Y, Landgren O, Moskowitz CH, Cesarman E, Imielinski M, Elemento O, Roshal M, Giulino-Roth L.","Blood Cancer Discov. 2023 May 1;4(3):208-227. doi: 10.1158/2643-3230.BCD-22-0128.","Maura F","Blood Cancer Discov","2023","2023/02/01","PMC10150291","","10.1158/2643-3230.BCD-22-0128"
"33087175","Distinct genomic subclasses of high-grade/progressive meningiomas: NF2-associated, NF2-exclusive, and NF2-agnostic","Williams EA, Santagata S, Wakimoto H, Shankar GM, Barker FG 2nd, Sharaf R, Reddy A, Spear P, Alexander BM, Ross JS, Brastianos PK, Cahill DP, Ramkissoon SH, Juratli TA.","Acta Neuropathol Commun. 2020 Oct 21;8(1):171. doi: 10.1186/s40478-020-01040-2.","Williams EA","Acta Neuropathol Commun","2020","2020/10/22","PMC7580027","","10.1186/s40478-020-01040-2"
"27696669","Mutant analysis by rescue gene excision: New tools for mosaic studies in Drosophila","Zhou Q, Neal SJ, Pignoni F.","Genesis. 2016 Nov;54(11):589-592. doi: 10.1002/dvg.22984. Epub 2016 Oct 21.","Zhou Q","Genesis","2016","2016/10/04","PMC5357640","NIHMS823042","10.1002/dvg.22984"
"36536075","Predicting childhood and adolescent attention-deficit/hyperactivity disorder onset: a nationwide deep learning approach","Garcia-Argibay M, Zhang-James Y, Cortese S, Lichtenstein P, Larsson H, Faraone SV.","Mol Psychiatry. 2023 Mar;28(3):1232-1239. doi: 10.1038/s41380-022-01918-8. Epub 2022 Dec 19.","Garcia-Argibay M","Mol Psychiatry","2023","2022/12/19","PMC10005952","","10.1038/s41380-022-01918-8"
"38150257","Genomic Profiles and Clinical Outcomes of Penile Squamous Cell Carcinoma With Elevated Tumor Mutational Burden","Necchi A, Spiess PE, Costa de Padua T, Li R, Grivas P, Huang RSP, Lin DI, Danziger N, Ross JS, Jacob JM, Sager RA, Basnet A, Li G, Graf RP, Pavlick DC, Bratslavsky G.","JAMA Netw Open. 2023 Dec 1;6(12):e2348002. doi: 10.1001/jamanetworkopen.2023.48002.","Necchi A","JAMA Netw Open","2023","2023/12/27","PMC10753400","","10.1001/jamanetworkopen.2023.48002"
"29496126","Working Memory and Vigilance as Multivariate Endophenotypes Related to Common Genetic Risk for Attention-Deficit/Hyperactivity Disorder","Nigg JT, Gustafsson HC, Karalunas SL, Ryabinin P, McWeeney SK, Faraone SV, Mooney MA, Fair DA, Wilmot B.","J Am Acad Child Adolesc Psychiatry. 2018 Mar;57(3):175-182. doi: 10.1016/j.jaac.2017.12.013. Epub 2018 Jan 9.","Nigg JT","J Am Acad Child Adolesc Psychiatry","2018","2018/03/03","PMC6547382","NIHMS1026836","10.1016/j.jaac.2017.12.013"
"35879306","Polygenic resilience scores capture protective genetic effects for Alzheimer's disease","Hou J, Hess JL, Armstrong N, Bis JC, Grenier-Boley B, Karlsson IK, Leonenko G, Numbers K, O'Brien EK, Shadrin A, Thalamuthu A, Yang Q, Andreassen OA, Brodaty H, Gatz M, Kochan NA, Lambert JC, Laws SM, Masters CL, Mather KA, Pedersen NL, Posthuma D, Sachdev PS, Williams J; Alzheimer’s Disease Neuroimaging Initiative; Fan CC, Faraone SV, Fennema-Notestine C, Lin SJ, Escott-Price V, Holmans P, Seshadri S, Tsuang MT, Kremen WS, Glatt SJ.","Transl Psychiatry. 2022 Jul 25;12(1):296. doi: 10.1038/s41398-022-02055-0.","Hou J","Transl Psychiatry","2022","2022/07/25","PMC9314356","","10.1038/s41398-022-02055-0"
"38027708","Multidrug-resistant Escherichia coli isolated from patients and surrounding hospital environments in Bangladesh: A molecular approach for the determination of pathogenicity and resistance","Moniruzzaman M, Hussain MT, Ali S, Hossain M, Hossain MS, Alam MAU, Galib FC, Islam MT, Paul P, Islam MS, Siddiqee MH, Mondal D, Parveen S, Mahmud ZH.","Heliyon. 2023 Nov 7;9(11):e22109. doi: 10.1016/j.heliyon.2023.e22109. eCollection 2023 Nov.","Moniruzzaman M","Heliyon","2023","2023/11/29","PMC10679508","","10.1016/j.heliyon.2023.e22109"
"36741580","Editorial: Precision medicine approaches for heterogeneous conditions such as autism spectrum disorders (The need for a biomarker exploration phase in clinical trials - Phase 2m)","Beversdorf DQ, Anagnostou E, Hardan A, Wang P, Erickson CA, Frazier TW, Veenstra-VanderWeele J.","Front Psychiatry. 2023 Jan 19;13:1079006. doi: 10.3389/fpsyt.2022.1079006. eCollection 2022.","Beversdorf DQ","Front Psychiatry","2023","2023/02/06","PMC9893852","","10.3389/fpsyt.2022.1079006"
"32826963","Integrative analyses prioritize GNL3 as a risk gene for bipolar disorder","Meng Q, Wang L, Dai R, Wang J, Ren Z, Liu S, Xia Y, Jiang Y, Duan F, Wang K, Liu C, Chen C.","Mol Psychiatry. 2020 Nov;25(11):2672-2684. doi: 10.1038/s41380-020-00866-5. Epub 2020 Aug 21.","Meng Q","Mol Psychiatry","2020","2020/08/23","","","10.1038/s41380-020-00866-5"
"32418989","Implementation of population-based newborn screening reveals low incidence of spinal muscular atrophy","Kay DM, Stevens CF, Parker A, Saavedra-Matiz CA, Sack V, Chung WK, Chiriboga CA, Engelstad K, Laureta E, Farooq O, Ciafaloni E, Lee BH, Malek S, Treidler S, Anziska Y, Delfiner L, Sakonju A, Caggana M.","Genet Med. 2020 Aug;22(8):1296-1302. doi: 10.1038/s41436-020-0824-3. Epub 2020 May 18.","Kay DM","Genet Med","2020","2020/05/19","","","10.1038/s41436-020-0824-3"
"33588020","Effects of handling on the behavioural phenotype of the neuregulin 1 type III transgenic mouse model for schizophrenia","Guerra S, Chesworth R, Weickert CS, Karl T.","Behav Brain Res. 2021 May 7;405:113166. doi: 10.1016/j.bbr.2021.113166. Epub 2021 Feb 12.","Guerra S","Behav Brain Res","2021","2021/02/15","","","10.1016/j.bbr.2021.113166"
"35749302","Comprehensive Genomic Profiling of 274 Thymic Epithelial Tumors Unveils Oncogenic Pathways and Predictive Biomarkers","Girard N, Basse C, Schrock A, Ramkissoon S, Killian K, Ross JS.","Oncologist. 2022 Nov 3;27(11):919-929. doi: 10.1093/oncolo/oyac115.","Girard N","Oncologist","2022","2022/06/24","PMC9632319","","10.1093/oncolo/oyac115"
"36712315","Renal Genetics Clinic: 3-Year Experience in the Cleveland Clinic","Tan XY, Borden C, Roberts MB, Mazzola S, Tan QK, Fatica R, Simon J, Calle J, Taliercio J, Dell K, Provenzano LF, Deitzer D, Rincon-Choles H, Mehdi A, Lioudis M, Poggio ED, Nakhoul G, Nurko S, Ashour T, Bou Matar RN, Kwon C, Stephany B, Thomas G, Cheng YW, Leingang D, Alsadah A, Maditz R, Robert H, Vachhrajani T, Sedor J, Gadegbeku C, Wang X.","Kidney Med. 2022 Dec 13;5(2):100585. doi: 10.1016/j.xkme.2022.100585. eCollection 2023 Feb.","Tan XY","Kidney Med","2022","2023/01/30","PMC9874141","","10.1016/j.xkme.2022.100585"
"25907074","mTOR activation is a biomarker and a central pathway to autoimmune disorders, cancer, obesity, and aging","Perl A.","Ann N Y Acad Sci. 2015 Jun;1346(1):33-44. doi: 10.1111/nyas.12756. Epub 2015 Apr 23.","Perl A","Ann N Y Acad Sci","2015","2015/04/25","PMC4480196","NIHMS672578","10.1111/nyas.12756"
"33354105","Prediction of EEG Seizures in Critically Ill Children","Ghonim HT, Anilkumar AC.","Pediatr Neurol Briefs. 2020 Dec 18;34:23. doi: 10.15844/pedneurbriefs-34-23.","Ghonim HT","Pediatr Neurol Briefs","2020","2020/12/23","PMC7747508","","10.15844/pedneurbriefs-34-23"
"35351869","Human forebrain organoids reveal connections between valproic acid exposure and autism risk","Meng Q, Zhang W, Wang X, Jiao C, Xu S, Liu C, Tang B, Chen C.","Transl Psychiatry. 2022 Mar 29;12(1):130. doi: 10.1038/s41398-022-01898-x.","Meng Q","Transl Psychiatry","2022","2022/03/30","PMC8964691","","10.1038/s41398-022-01898-x"
"32292887","Development of the AASPIRE Web Accessibility Guidelines for Autistic Web Users","Raymaker DM, Kapp SK, McDonald KE, Weiner M, Ashkenazy E, Nicolaidis C.","Autism Adulthood. 2019 Jun 1;1(2):146-157. doi: 10.1089/aut.2018.0020. Epub 2019 Apr 13.","Raymaker DM","Autism Adulthood","2019","2020/04/16","PMC6485264","NIHMS1033503","10.1089/aut.2018.0020"
"32796848","Artificial intelligence for the detection of COVID-19 pneumonia on chest CT using multinational datasets","Harmon SA, Sanford TH, Xu S, Turkbey EB, Roth H, Xu Z, Yang D, Myronenko A, Anderson V, Amalou A, Blain M, Kassin M, Long D, Varble N, Walker SM, Bagci U, Ierardi AM, Stellato E, Plensich GG, Franceschelli G, Girlando C, Irmici G, Labella D, Hammoud D, Malayeri A, Jones E, Summers RM, Choyke PL, Xu D, Flores M, Tamura K, Obinata H, Mori H, Patella F, Cariati M, Carrafiello G, An P, Wood BJ, Turkbey B.","Nat Commun. 2020 Aug 14;11(1):4080. doi: 10.1038/s41467-020-17971-2.","Harmon SA","Nat Commun","2020","2020/08/16","PMC7429815","","10.1038/s41467-020-17971-2"
"33526765","Evidence for similar structural brain anomalies in youth and adult attention-deficit/hyperactivity disorder: a machine learning analysis","Zhang-James Y, Helminen EC, Liu J; ENIGMA-ADHD Working Group; Franke B, Hoogman M, Faraone SV.","Transl Psychiatry. 2021 Feb 1;11(1):82. doi: 10.1038/s41398-021-01201-4.","Zhang-James Y","Transl Psychiatry","2021","2021/02/02","PMC7851168","","10.1038/s41398-021-01201-4"
"31391148","Transcriptomic abnormalities in peripheral blood in bipolar disorder, and discrimination of the major psychoses","Hess JL, Tylee DS, Barve R, de Jong S, Ophoff RA, Kumarasinghe N, Tooney P, Schall U, Gardiner E, Beveridge NJ, Scott RJ, Yasawardene S, Perera A, Mendis J, Carr V, Kelly B, Cairns M; Neurobehavioural Genetics Unit; Tsuang MT, Glatt SJ.","Schizophr Res. 2020 Mar;217:124-135. doi: 10.1016/j.schres.2019.07.036. Epub 2019 Aug 4.","Hess JL","Schizophr Res","2020","2019/08/09","PMC6997041","NIHMS1536691","10.1016/j.schres.2019.07.036"
"29238802","Dyspnea in a Young Man","Abdelghany M, Chaudhary A, Mookherjee S.","JAMA Cardiol. 2018 Feb 1;3(2):177-178. doi: 10.1001/jamacardio.2017.4676.","Abdelghany M","JAMA Cardiol","2018","2017/12/15","","","10.1001/jamacardio.2017.4676"
"34062403","Detecting anomalous methane in groundwater within hydrocarbon production areas across the United States","Wen T, Liu M, Woda J, Zheng G, Brantley SL.","Water Res. 2021 Jul 15;200:117236. doi: 10.1016/j.watres.2021.117236. Epub 2021 May 13.","Wen T","Water Res","2021","2021/06/01","","","10.1016/j.watres.2021.117236"
"35475041","A Rare Case of Juvenile Polyposis Syndrome Mimicking Ménétrier's Disease","Bernshteyn M, Bhutta AQ, Bordas J, Mehta R, Arif MO.","Cureus. 2022 Mar 22;14(3):e23389. doi: 10.7759/cureus.23389. eCollection 2022 Mar.","Bernshteyn M","Cureus","2022","2022/04/27","PMC9022607","","10.7759/cureus.23389"
"27004716","Pathway analysis in attention deficit hyperactivity disorder: An ensemble approach","Mooney MA, McWeeney SK, Faraone SV, Hinney A, Hebebrand J; IMAGE2 Consortium; German ADHD GWAS Group; Nigg JT, Wilmot B.","Am J Med Genet B Neuropsychiatr Genet. 2016 Sep;171(6):815-26. doi: 10.1002/ajmg.b.32446. Epub 2016 Mar 22.","Mooney MA","Am J Med Genet B Neuropsychiatr Genet","2016","2016/03/24","PMC4983253","NIHMS795071","10.1002/ajmg.b.32446"
"37595761","Polygenic risk scores identify heterogeneity in asthma and chronic obstructive pulmonary disease","Moll M, Sordillo JE, Ghosh AJ, Hayden LP, McDermott G, McGeachie MJ, Dahlin A, Tiwari A, Manmadkar MG, Abston ED, Pavuluri C, Saferali A, Begum S, Ziniti JP, Gulsvik A, Bakke PS, Aschard H, Iribarren C, Hersh CP, Sparks JA, Hobbs BD, Lasky-Su JA, Silverman EK, Weiss ST, Wu AC, Cho MH.","J Allergy Clin Immunol. 2023 Dec;152(6):1423-1432. doi: 10.1016/j.jaci.2023.08.002. Epub 2023 Aug 16.","Moll M","J Allergy Clin Immunol","2023","2023/08/18","","","10.1016/j.jaci.2023.08.002"
"26196440","Analysis of exome sequence in 604 trios for recessive genotypes in schizophrenia","Rees E, Kirov G, Walters JT, Richards AL, Howrigan D, Kavanagh DH, Pocklington AJ, Fromer M, Ruderfer DM, Georgieva L, Carrera N, Gormley P, Palta P, Williams H, Dwyer S, Johnson JS, Roussos P, Barker DD, Banks E, Milanova V, Rose SA, Chambert K, Mahajan M, Scolnick EM, Moran JL, Tsuang MT, Glatt SJ, Chen WJ, Hwu HG; Taiwanese Trios Exome Sequencing Consortium; Neale BM, Palotie A, Sklar P, Purcell SM, McCarroll SA, Holmans P, Owen MJ, O'Donovan MC.","Transl Psychiatry. 2015 Jul 21;5(7):e607. doi: 10.1038/tp.2015.99.","Rees E","Transl Psychiatry","2015","2015/07/22","PMC5068730","","10.1038/tp.2015.99"
